% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.901744316e+01 +2.901744316e+01 +1.207744316e+01 +1.207744316e+01 +1.7313e+00 +3.1744e-01 +3.1669e-01 +1.6907e+00 +4.1427e-03 +5.2695e-02 +1.9360e+00 +9.0208e-01 +1.0216e+00 +7.9298e-01 +4.7552e-01 +6.1094e-01 +1.1399e+00 +5.3208e-01 +9.3986e-01 +2.8632e-01 +1.3191e+00 +1.7535e+00 +6.9584e-01 +1.0251e+00
2 +2.287759367e+01 +2.287759367e+01 +5.937593671e+00 +5.937593671e+00 +1.2550e+00 +6.7252e-01 +3.9930e-01 +8.8863e-01 +1.5356e+00 +2.9356e-01 +1.4714e+00 +1.7246e+00 +4.5422e-01 +9.4627e-01 +4.7497e-01 +1.9389e+00 +6.4304e-01 +1.0554e+00 +1.6214e+00 +1.1397e-01 +1.9577e+00 +4.2290e-01 +1.4918e+00 +1.5511e+00
81 +1.452495440e+01 +1.452495440e+01 -2.415045603e+00 -2.415045603e+00 +1.9443e+00 +1.8722e+00 +2.3923e-01 +1.3588e+00 +1.7163e+00 +1.4442e+00 +7.8793e-01 +1.9245e+00 +4.8623e-02 +6.2780e-02 +1.5914e+00 +6.7836e-01 +1.4822e-01 +4.8444e-01 +1.9434e+00 +6.7016e-01 +8.5821e-01 +1.4361e+00 +1.3526e-01 +7.7112e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.026886134e+01 +1.026886134e+01 +2.907886134e+01 +2.907886134e+01 +1.2927e+00 +2.0665e-01 +1.8631e+00 +1.0625e+00 +1.5577e+00 +8.9550e-02 +1.8253e+00 +5.0599e-01 +1.8078e+00 +1.1574e+00 +1.2632e+00 +9.5034e-01 +1.3947e+00 +1.5408e+00 +1.2310e+00 +4.0744e-01 +8.3454e-02 +1.8548e-01 +1.8221e+00 +1.3785e+00
41 +9.502416684e+00 +9.502416684e+00 +2.831241668e+01 +2.831241668e+01 +1.4460e+00 +8.7737e-01 +7.9685e-01 +1.9242e+00 +1.3245e+00 +1.2026e+00 +1.3694e+00 +1.8226e+00 +6.7510e-01 +1.0962e+00 +3.8366e-01 +1.0500e+00 +5.7852e-01 +2.0512e-01 +1.2893e-01 +1.0914e+00 +7.4366e-01 +1.2375e+00 +1.7649e+00 +7.6727e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.275077027e+01 +4.275077027e+01 +3.159007703e+02 +3.159007703e+02 +2.9816e-01 +7.6253e-01 +3.4550e-01 +1.4982e+00 +1.0595e+00 +1.9602e+00 +5.0073e-01 +1.6309e-01 +1.8363e+00 +1.4758e+00 +7.3876e-01 +1.2206e+00 +1.2841e+00 +3.3024e-01 +1.7930e+00 +3.5844e-01 +1.1267e+00 +3.4571e-01 +1.7755e-02 +1.5791e-01
132 +3.870419705e+01 +3.870419705e+01 +3.118541971e+02 +3.118541971e+02 +3.9385e-01 +1.4973e+00 +1.6024e+00 +1.5239e+00 +1.0950e+00 +1.5449e+00 +2.8439e-01 +2.0162e-01 +3.0319e-01 +1.1735e+00 +9.0266e-01 +1.9523e+00 +6.6814e-02 +1.5053e+00 +4.9276e-01 +3.6401e-01 +5.0037e-01 +1.9621e+00 +2.0259e-01 +1.0235e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
