% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.022327610e+03 +2.022327610e+03 +2.115267610e+03 +2.115267610e+03 +1.6188e+00 +1.9866e-01 +7.7052e-01 +8.2507e-02 +1.4241e+00 +5.8602e-01 +1.6955e+00 +1.3812e+00 +6.8011e-01 +5.0861e-01 +5.5855e-01 +1.2998e+00 +3.1610e-02 +1.1628e+00 +5.7281e-01 +5.1608e-01 +1.9164e-01 +3.8288e-01 +1.7444e+00 +1.8214e+00
4 +1.464497308e+03 +1.464497308e+03 +1.557437308e+03 +1.557437308e+03 +1.8718e-01 +1.8770e+00 +1.8838e+00 +4.5052e-01 +1.0046e-01 +1.6633e+00 +4.6308e-01 +2.3329e-01 +1.9490e+00 +1.1437e+00 +4.3023e-01 +3.4020e-02 +1.9739e+00 +1.9853e+00 +1.3982e+00 +6.6380e-01 +1.5160e+00 +1.3406e+00 +1.0848e+00 +1.8399e+00
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.839688818e+03 +1.839688818e+03 +1.875038818e+03 +1.875038818e+03 +4.2790e-01 +1.9401e+00 +7.7657e-01 +1.3883e-02 +8.9227e-01 +5.3524e-01 +1.7835e-01 +4.6736e-01 +2.9237e-01 +3.1369e-01 +1.2260e+00 +6.3979e-02 +1.8637e+00 +1.4117e+00 +1.4707e+00 +1.3827e+00 +1.4531e+00 +1.0801e+00 +8.9953e-01 +1.4234e+00
12 +1.182213594e+03 +1.182213594e+03 +1.217563594e+03 +1.217563594e+03 +2.0920e-01 +1.8680e-01 +1.9048e+00 +1.6547e+00 +9.2111e-01 +4.6249e-01 +3.5893e-01 +1.3810e+00 +3.9937e-01 +7.5088e-01 +8.3465e-01 +1.0841e+00 +1.2921e+00 +1.7840e+00 +1.5185e-01 +6.5806e-01 +1.0767e+00 +6.3875e-01 +1.9710e+00 +1.2576e+00
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.377536646e+02 +7.377536646e+02 +7.415736646e+02 +7.415736646e+02 +5.5680e-01 +1.1917e+00 +1.9545e+00 +1.3690e+00 +4.8362e-01 +1.3670e+00 +1.1072e+00 +1.1665e+00 +1.7633e+00 +1.0286e+00 +6.0732e-01 +1.6352e+00 +1.4291e+00 +4.9783e-02 +1.9144e+00 +5.2127e-01 +1.5247e+00 +4.8484e-01 +4.6507e-01 +1.0858e+00
5 +6.266948105e+02 +6.266948105e+02 +6.305148105e+02 +6.305148105e+02 +1.9585e+00 +1.8477e-01 +1.4475e+00 +7.6530e-01 +1.8383e+00 +8.7532e-01 +4.9512e-01 +2.4993e-01 +3.7843e-01 +5.1520e-01 +1.5572e+00 +9.9494e-02 +1.2287e+00 +1.4863e+00 +2.5432e-01 +3.8412e-01 +1.2656e+00 +1.9142e+00 +1.3471e+00 +1.4595e+00
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.245092164e+03 +1.245092164e+03 +1.266842164e+03 +1.266842164e+03 +1.3056e+00 +1.1569e+00 +1.2504e+00 +2.9212e-01 +8.8106e-01 +1.9886e+00 +1.7621e+00 +1.4768e+00 +1.5387e+00 +1.8881e+00 +1.6081e+00 +1.7189e+00 +1.9668e+00 +1.1203e-02 +3.8785e-01 +8.1686e-01 +8.3048e-01 +7.6890e-01 +7.9252e-01 +1.0946e+00
83 +9.879756002e+02 +9.879756002e+02 +1.009725600e+03 +1.009725600e+03 +9.7267e-01 +1.0419e-01 +1.3555e+00 +1.1198e+00 +1.5402e+00 +7.5824e-01 +4.4687e-01 +9.9474e-01 +6.7748e-01 +1.9768e+00 +7.3461e-01 +1.8195e+00 +1.4963e+00 +4.7840e-01 +1.6290e+00 +3.8946e-01 +1.3729e-01 +1.3720e+00 +1.9299e-01 +5.0054e-01
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.003579227e+03 +1.003579227e+03 +1.068369227e+03 +1.068369227e+03 +4.4506e-01 +4.2634e-01 +1.6218e+00 +8.0343e-01 +1.2155e-02 +6.5540e-01 +1.0363e+00 +5.3880e-01 +1.0954e+00 +1.1100e+00 +1.8121e+00 +5.2420e-01 +2.7582e-01 +1.2020e+00 +6.5475e-01 +5.1601e-01 +9.6142e-01 +6.3511e-01 +4.5923e-01 +5.2554e-02
2 +9.680607208e+02 +9.680607208e+02 +1.032850721e+03 +1.032850721e+03 +1.1113e+00 +6.6510e-01 +5.5239e-01 +1.7305e+00 +4.3502e-01 +9.0235e-01 +1.0651e+00 +1.0639e+00 +5.8532e-01 +1.4150e+00 +1.3944e+00 +1.5470e+00 +9.7156e-02 +1.0657e-01 +1.9277e+00 +1.1884e+00 +2.8574e-01 +1.6758e+00 +6.7178e-01 +6.3402e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.813404377e+02 +5.813404377e+02 -4.186595623e+02 -4.186595623e+02 +1.3821e+00 +1.4109e-01 +4.0133e-01 +5.9414e-01 +1.7979e+00 +5.1371e-01 +1.2960e+00 +5.3356e-01 +1.7675e+00 +1.5317e+00 +1.7595e+00 +1.0824e-01 +1.2766e+00 +1.7974e+00 +1.5097e+00 +1.7848e+00 +1.8848e+00 +1.9097e+00 +1.1590e+00 +1.8221e+00
91 +3.688604369e+02 +3.688604369e+02 -6.311395631e+02 -6.311395631e+02 +1.9560e+00 +1.2495e+00 +1.3219e+00 +1.7225e-01 +1.8385e+00 +1.2784e+00 +1.5760e+00 +1.6261e+00 +1.7259e+00 +3.8277e-01 +1.5096e+00 +1.0310e+00 +1.7264e+00 +1.1211e+00 +1.4503e+00 +2.1474e-01 +4.7714e-01 +5.3963e-01 +5.6890e-01 +1.7676e+00
% function evaluation | noise-free fitness - Fopt (6.750100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.654168439e+03 +1.654168439e+03 +2.329178439e+03 +2.329178439e+03 +1.7363e+00 +1.4205e+00 +5.6269e-01 +1.1260e+00 +7.5500e-02 +1.5532e+00 +1.0160e-01 +1.5795e+00 +7.4140e-02 +7.4879e-01 +1.7061e+00 +1.5138e+00 +4.8685e-01 +1.1854e+00 +9.1003e-01 +1.7699e+00 +9.6800e-01 +8.0051e-01 +1.5502e+00 +1.1693e+00
4 +1.431966948e+03 +1.431966948e+03 +2.106976948e+03 +2.106976948e+03 +1.4779e+00 +1.1665e+00 +1.0160e+00 +1.9007e+00 +4.2206e-01 +1.8786e+00 +6.5142e-01 +9.8193e-01 +2.8296e-01 +1.7554e+00 +3.0403e-01 +5.8173e-01 +1.3915e+00 +1.2512e+00 +9.5776e-01 +1.6825e+00 +5.9803e-01 +1.0683e+00 +5.7663e-01 +8.6146e-01
11 +8.639029576e+02 +8.639029576e+02 +1.538912958e+03 +1.538912958e+03 +1.2301e+00 +1.0281e+00 +1.5513e-01 +2.6938e-01 +7.1063e-01 +4.9585e-01 +1.9727e+00 +2.0956e-01 +1.3047e+00 +6.7868e-01 +4.5947e-01 +9.0149e-01 +1.1767e+00 +1.4664e+00 +2.8464e-01 +3.3511e-01 +1.4473e+00 +1.5977e+00 +7.9662e-01 +5.2013e-01
% function evaluation | noise-free fitness - Fopt (-3.580600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.126944327e+03 +2.126944327e+03 +1.768884327e+03 +1.768884327e+03 +1.8129e+00 +7.6598e-01 +2.1175e-01 +1.8341e+00 +8.4432e-01 +1.7939e+00 +1.4355e-01 +1.9170e+00 +1.4341e+00 +5.5235e-01 +1.2407e-01 +4.0590e-01 +1.6525e+00 +8.4942e-01 +8.2188e-01 +1.1792e+00 +1.8619e+00 +6.9363e-01 +1.3351e+00 +1.5059e+00
2 +1.371607615e+03 +1.371607615e+03 +1.013547615e+03 +1.013547615e+03 +1.0533e+00 +6.1883e-01 +9.3901e-01 +2.7423e-02 +1.6961e-01 +7.7321e-01 +1.2043e+00 +2.9654e-01 +1.4205e+00 +5.3810e-01 +1.8290e+00 +1.0704e+00 +1.8517e+00 +1.1350e-01 +1.5309e+00 +1.9780e-01 +4.1449e-01 +1.7766e+00 +1.6334e+00 +1.2632e+00
% function evaluation | noise-free fitness - Fopt (-4.797000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.166668428e+02 +8.166668428e+02 +7.686968428e+02 +7.686968428e+02 +1.7754e+00 +9.9288e-01 +2.2431e-01 +4.1168e-01 +7.8086e-01 +9.4336e-01 +1.5500e+00 +1.3931e+00 +9.8155e-01 +1.1509e+00 +7.2909e-01 +5.6478e-01 +5.7124e-01 +1.9320e+00 +7.2493e-01 +1.6756e+00 +1.5043e+00 +1.2377e+00 +1.2542e+00 +2.1748e-02
2 +5.898146283e+02 +5.898146283e+02 +5.418446283e+02 +5.418446283e+02 +4.3504e-01 +2.1373e-01 +1.7294e+00 +1.3337e-01 +1.0188e+00 +1.2782e+00 +3.5234e-01 +1.7667e+00 +9.3598e-01 +4.7149e-01 +1.9409e+00 +2.0520e-01 +4.2596e-01 +1.8236e+00 +9.2457e-01 +1.5512e+00 +3.2989e-01 +6.8028e-01 +2.9454e-01 +7.1743e-01
159 +3.077214021e+02 +3.077214021e+02 +2.597514021e+02 +2.597514021e+02 +2.0052e-01 +5.2367e-01 +1.8751e+00 +9.5000e-01 +2.3394e-01 +1.4549e+00 +1.8327e+00 +1.2120e+00 +1.7634e+00 +1.9186e+00 +2.5272e-01 +1.2502e+00 +1.1363e+00 +4.8313e-01 +1.0836e+00 +1.5793e+00 +1.7902e-01 +3.4419e-01 +6.9054e-02 +1.5088e+00
% function evaluation | noise-free fitness - Fopt (-8.294100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.014301294e+03 +1.014301294e+03 +1.848912936e+02 +1.848912936e+02 +9.3040e-02 +1.7563e+00 +1.0599e+00 +1.7241e+00 +1.1067e+00 +6.3044e-01 +1.6845e+00 +1.6882e+00 +6.5427e-03 +9.7876e-02 +1.6559e+00 +5.0711e-01 +1.4604e+00 +1.7552e+00 +1.8757e+00 +1.0109e+00 +3.9654e-01 +1.8973e+00 +7.3059e-01 +1.7582e-01
3 +9.854178438e+02 +9.854178438e+02 +1.560078438e+02 +1.560078438e+02 +8.3511e-02 +1.4130e+00 +1.0251e+00 +5.4158e-01 +1.8765e+00 +1.2434e-01 +1.9342e+00 +3.3499e-01 +1.1168e+00 +1.1231e+00 +3.9502e-01 +3.1140e-01 +1.4077e+00 +3.7667e-01 +5.9899e-01 +1.6547e+00 +1.7872e+00 +4.2088e-01 +1.7921e+00 +1.3618e+00
% function evaluation | noise-free fitness - Fopt (5.681000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.154115563e+03 +1.154115563e+03 +1.210925563e+03 +1.210925563e+03 +2.2305e-01 +1.4859e+00 +2.5930e-01 +1.8791e+00 +1.7175e+00 +1.2175e+00 +1.1342e+00 +1.1718e+00 +1.9456e+00 +1.3133e+00 +1.2192e+00 +1.6186e+00 +1.7845e+00 +1.3710e+00 +5.0830e-01 +6.3607e-02 +1.1652e-01 +5.9281e-01 +1.7554e+00 +2.6203e-01
