% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.065185719e+01 +9.065185719e+01 +7.371185719e+01 +7.371185719e+01 +1.0194e+00 +5.8291e-01 +1.7399e+00 +1.2891e+00 +1.0817e+00 +1.3159e+00 +4.9944e-01 +1.8576e+00 +3.8692e-01 +1.8139e-01 +1.1591e+00 +1.8278e-01 +1.8292e+00 +7.6226e-01 +1.3227e+00 +1.1127e+00 +1.5717e+00 +1.1989e+00 +1.6029e+00 +1.2435e+00
3 +5.929953957e+01 +5.929953957e+01 +4.235953957e+01 +4.235953957e+01 +7.5146e-01 +7.3293e-01 +4.1953e-02 +1.4634e+00 +1.6485e+00 +1.4214e+00 +1.5801e-01 +1.7576e+00 +6.2002e-01 +2.2462e-01 +1.1612e+00 +1.3558e+00 +1.2648e+00 +3.1708e-01 +6.9319e-01 +3.1228e-01 +1.7923e+00 +1.4848e+00 +1.7724e+00 +1.3999e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.962349330e+01 +5.962349330e+01 +7.843349330e+01 +7.843349330e+01 +9.3315e-01 +1.6531e+00 +4.7603e-02 +7.5834e-01 +9.3443e-01 +7.0294e-01 +1.6620e+00 +1.5383e+00 +1.6414e+00 +8.1812e-01 +1.4274e+00 +1.2533e+00 +1.8408e+00 +5.3745e-01 +2.6334e-01 +6.7697e-01 +2.7759e-01 +2.1281e-01 +1.4604e+00 +1.2024e+00
63 +3.754741316e+01 +3.754741316e+01 +5.635741316e+01 +5.635741316e+01 +1.8572e+00 +2.9312e-01 +1.4608e+00 +1.3517e-01 +4.4671e-01 +5.0746e-01 +1.8684e+00 +7.2894e-02 +9.3992e-01 +7.3442e-01 +1.5185e+00 +1.3251e+00 +1.7267e+00 +1.2836e+00 +4.6257e-02 +1.8289e+00 +1.8416e-01 +1.1835e+00 +4.2496e-02 +8.5139e-02
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.408481174e+02 +3.408481174e+02 +6.139981174e+02 +6.139981174e+02 +1.8193e-02 +1.2841e+00 +1.0359e+00 +1.0556e+00 +6.6760e-01 +6.0658e-01 +1.7170e+00 +1.4624e+00 +8.9766e-01 +1.6045e+00 +1.4174e+00 +1.4071e+00 +1.4550e+00 +4.0682e-01 +6.8249e-01 +7.8870e-02 +1.0443e-01 +9.9517e-01 +1.3783e+00 +1.2957e+00
3 +2.410531898e+02 +2.410531898e+02 +5.142031898e+02 +5.142031898e+02 +4.7881e-01 +1.2053e+00 +5.2311e-01 +1.4387e-01 +5.4813e-01 +9.2503e-01 +1.4296e+00 +3.6016e-01 +1.2909e+00 +1.0400e+00 +6.0363e-01 +7.9338e-01 +3.7523e-01 +2.4154e-01 +2.7584e-01 +1.0533e+00 +1.7599e+00 +2.3939e-01 +1.4249e+00 +1.2617e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.413009378e+01 +5.413009378e+01 +9.131009378e+01 +9.131009378e+01 +9.4303e-01 +1.9237e+00 +3.7215e-01 +3.6976e-01 +1.8237e+00 +5.1428e-01 +1.0133e+00 +1.6812e+00 +1.6786e+00 +1.1706e+00 +3.0474e-04 +1.1043e+00 +9.0999e-01 +1.8985e+00 +8.0289e-01 +7.2691e-01 +1.6317e+00 +1.6680e-01 +1.6922e+00 +1.8911e+00
3 +3.570623874e+01 +3.570623874e+01 +7.288623874e+01 +7.288623874e+01 +3.0370e-01 +1.7343e+00 +1.2001e+00 +1.8461e-02 +1.1428e+00 +6.9431e-01 +1.7068e+00 +3.9124e-01 +5.4792e-01 +1.9917e+00 +1.8875e+00 +7.6141e-01 +2.9407e-01 +5.2089e-03 +1.6987e+00 +1.4564e+00 +4.5881e-01 +8.4653e-01 +1.5052e+00 +9.4670e-01
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.134691751e+01 +8.134691751e+01 -6.655308249e+01 -6.655308249e+01 +1.5082e+00 +1.0950e-01 +6.5328e-01 +9.8721e-01 +7.2499e-01 +8.7899e-01 +4.5889e-01 +1.9659e+00 +4.1706e-01 +1.2372e+00 +5.1331e-01 +3.3282e-01 +1.2821e+00 +1.2294e+00 +2.1893e-01 +1.6952e+00 +1.3496e+00 +1.3725e+00 +3.6453e-01 +4.6424e-01
