% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.031350110e+08 +5.031350110e+08 +5.031343899e+08 +5.031343899e+08 +1.9645e+00 +1.9795e+00 +1.8842e+00 +1.9816e-01 +1.3868e+00 +1.8175e+00 +8.8477e-01 +1.7684e-01 +1.1483e-01 +9.0345e-01 +1.5313e+00 +1.0797e+00 +1.5299e+00 +1.6412e+00 +1.3953e+00 +2.7206e-01 +1.2458e+00 +1.6187e+00 +1.7633e+00 +1.6280e+00
4 +2.422968490e+08 +2.422968490e+08 +2.422962279e+08 +2.422962279e+08 +1.7212e+00 +1.2909e+00 +3.8115e-02 +4.9520e-01 +1.4617e+00 +7.5547e-01 +1.0289e+00 +1.2424e-01 +1.6007e+00 +6.9021e-01 +8.4838e-01 +1.5856e+00 +1.9364e+00 +1.6637e+00 +1.4539e+00 +8.0850e-01 +4.4075e-01 +5.4520e-01 +1.4125e-01 +1.8773e+00
35 +1.455173692e+08 +1.455173692e+08 +1.455167481e+08 +1.455167481e+08 +9.1750e-01 +1.8525e+00 +4.7097e-01 +6.5369e-01 +7.8746e-01 +3.5236e-01 +2.6519e-01 +1.8776e+00 +2.5916e-01 +3.2543e-01 +8.8655e-01 +1.6042e+00 +1.9610e+00 +9.9754e-01 +5.0469e-01 +1.7292e+00 +1.3016e-01 +1.5836e+00 +9.0967e-01 +9.0979e-01
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.056152663e+08 +7.056152663e+08 +7.056150115e+08 +7.056150115e+08 +1.8625e+00 +1.5154e+00 +1.4718e+00 +6.8480e-01 +1.7446e+00 +1.7032e+00 +4.3870e-01 +1.5501e-03 +7.7446e-01 +1.9321e+00 +1.5661e+00 +1.1644e+00 +6.8607e-01 +1.9933e+00 +1.3069e-01 +1.1350e+00 +7.4967e-01 +1.1660e+00 +1.4648e+00 +1.1569e+00
2 +5.402523520e+08 +5.402523520e+08 +5.402520972e+08 +5.402520972e+08 +1.7433e+00 +1.4521e+00 +1.7241e+00 +3.6790e-01 +8.0290e-01 +1.6482e+00 +1.9161e+00 +1.1783e+00 +3.3873e-01 +1.2495e+00 +8.7880e-01 +7.8811e-01 +1.2455e-01 +4.7188e-01 +1.9474e+00 +1.7477e+00 +1.7185e+00 +2.6044e-01 +1.7873e+00 +1.8822e+00
10 +3.296954567e+08 +3.296954567e+08 +3.296952019e+08 +3.296952019e+08 +1.8204e+00 +1.7814e+00 +1.4691e+00 +1.8420e+00 +4.4745e-02 +2.6061e-01 +3.3804e-01 +1.2420e+00 +1.7617e-01 +1.7406e-01 +7.2287e-01 +7.6916e-01 +6.3892e-01 +1.1967e-01 +1.7808e+00 +2.9501e-01 +1.9969e+00 +1.3742e+00 +8.8900e-01 +1.2098e+00
73 +2.465445345e+08 +2.465445345e+08 +2.465442797e+08 +2.465442797e+08 +1.8723e+00 +1.3917e+00 +7.7006e-01 +8.7845e-01 +1.6066e-01 +1.0860e-01 +1.0874e+00 +1.2734e+00 +1.1922e+00 +1.4248e+00 +1.3057e+00 +1.3579e+00 +6.1788e-01 +5.9610e-01 +5.5428e-01 +1.5583e-01 +8.0509e-01 +5.9969e-01 +3.8764e-01 +1.2937e+00
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.104016562e+08 +8.104016562e+08 +8.104017128e+08 +8.104017128e+08 +1.4616e+00 +1.7760e+00 +1.4999e+00 +4.1665e-01 +1.4082e+00 +1.8517e+00 +1.2644e-01 +1.2597e+00 +5.4923e-01 +9.6496e-01 +4.2821e-01 +1.5117e+00 +1.2492e+00 +1.0301e+00 +1.1231e+00 +1.7440e+00 +1.5325e+00 +1.1743e+00 +1.6054e+00 +1.6755e+00
3 +4.232428730e+08 +4.232428730e+08 +4.232429296e+08 +4.232429296e+08 +1.8617e-01 +5.9618e-01 +1.2388e+00 +7.8771e-02 +6.7201e-01 +3.7898e-01 +1.3749e+00 +1.2788e+00 +7.5177e-01 +1.8331e+00 +5.0497e-01 +1.5679e+00 +8.8040e-01 +1.3533e+00 +1.0845e+00 +1.6077e+00 +1.3001e+00 +1.7537e+00 +1.1188e+00 +6.8389e-01
4 +3.913072163e+08 +3.913072163e+08 +3.913072729e+08 +3.913072729e+08 +7.5159e-01 +1.5026e+00 +1.2607e-01 +1.5056e+00 +6.1147e-01 +8.9415e-01 +1.9034e+00 +3.4977e-01 +5.7509e-01 +1.0939e+00 +2.3538e-01 +1.4906e+00 +4.0986e-02 +1.0079e+00 +6.4096e-02 +1.4776e+00 +1.8802e-01 +1.3887e+00 +1.6663e+00 +1.4492e+00
43 +2.099361610e+08 +2.099361610e+08 +2.099362176e+08 +2.099362176e+08 +6.2010e-01 +1.8505e+00 +2.2664e-01 +1.5675e+00 +1.1353e+00 +1.2586e+00 +1.2317e+00 +7.8277e-02 +3.1930e-01 +1.5824e+00 +1.3241e+00 +9.5400e-01 +9.3433e-01 +1.6050e+00 +3.1451e-01 +8.5748e-01 +3.6619e-01 +2.1369e-01 +1.1779e+00 +8.0219e-02
