% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.903905606e+02 +3.903905606e+02 +3.811805606e+02 +3.811805606e+02 +1.3757e+00 +1.9063e+00 +6.1616e-01 +5.9929e-01 +1.0023e+00 +2.1037e-01 +1.7859e+00 +9.1067e-01 +3.7691e-01 +1.6557e+00 +4.7187e-01 +1.0115e+00 +1.8924e+00 +1.2443e+00 +8.2007e-01 +1.8864e+00 +5.1699e-01 +4.7780e-01 +8.5250e-01 +1.0670e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.898346709e+02 +3.898346709e+02 +1.045824671e+03 +1.045824671e+03 +1.5175e+00 +6.4169e-02 +1.5320e+00 +4.6051e-01 +3.9769e-01 +1.2607e+00 +9.8540e-02 +1.5842e+00 +1.7249e+00 +1.9012e+00 +1.8257e+00 +1.9875e+00 +4.1506e-01 +1.1304e+00 +1.5309e+00 +2.2127e-01 +4.1158e-01 +4.8527e-01 +3.9778e-01 +2.3985e-01
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.255130685e+02 +4.255130685e+02 +4.922230685e+02 +4.922230685e+02 +4.6573e-01 +1.9894e+00 +1.7261e+00 +2.0566e-01 +2.7064e-01 +4.3572e-01 +1.5967e+00 +1.6334e+00 +1.8982e+00 +7.1455e-01 +1.9140e-03 +6.2269e-01 +1.2831e+00 +1.8576e+00 +9.2823e-01 +4.8905e-01 +1.5771e+00 +1.8468e+00 +1.3272e+00 +7.0580e-02
44 +3.950705685e+02 +3.950705685e+02 +4.617805685e+02 +4.617805685e+02 +1.3847e+00 +7.5510e-01 +7.5543e-01 +3.7095e-01 +8.1575e-01 +9.5537e-01 +1.2547e+00 +1.4557e+00 +1.5963e+00 +2.6014e-01 +1.9766e+00 +8.4924e-01 +1.9348e+00 +1.5925e+00 +1.0727e+00 +9.6228e-01 +2.7093e-01 +3.7148e-01 +4.4882e-01 +1.1503e-02
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.979613064e+02 +3.979613064e+02 +1.339631306e+03 +1.339631306e+03 +3.6191e-01 +1.7134e+00 +9.4930e-01 +1.8123e+00 +1.1609e+00 +2.5447e-01 +6.2490e-01 +1.2750e+00 +1.9404e+00 +1.6613e+00 +7.5669e-01 +1.1907e-01 +1.5010e+00 +9.6941e-01 +1.6691e+00 +5.5300e-01 +1.8944e+00 +9.2105e-01 +4.7266e-01 +3.6055e-01
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.814131453e+02 +3.814131453e+02 +3.439631453e+02 +3.439631453e+02 +1.7253e+00 +3.3227e-01 +1.6353e+00 +4.2095e-01 +1.7486e+00 +4.4915e-01 +7.5592e-01 +1.5334e+00 +1.7321e+00 +1.6717e+00 +5.5692e-01 +1.5206e+00 +4.2824e-01 +1.8796e+00 +6.9154e-01 +1.2884e-01 +6.7763e-01 +1.2703e+00 +2.6815e-01 +1.4491e-02
