% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.401846382e+06 +7.401846382e+06 +7.401636502e+06 +7.401636502e+06 +1.9212e+00 +1.6882e+00 +1.2512e+00 +3.3305e-01 +8.1647e-02 +1.8477e+00 +9.7286e-01 +1.1984e+00 +7.0383e-01 +1.7007e+00 +7.9512e-01 +1.6093e-01 +6.0845e-02 +2.4855e-01 +1.9355e+00 +5.7983e-01 +4.1167e-01 +1.0229e+00 +2.7251e-01 +1.7692e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.103313545e+06 +6.103313545e+06 +6.103221455e+06 +6.103221455e+06 +1.2636e+00 +6.0111e-01 +1.9642e+00 +1.6745e+00 +3.6498e-01 +9.5996e-01 +3.3121e-01 +1.4930e+00 +1.0131e+00 +3.0004e-01 +1.7978e+00 +8.7221e-01 +6.5378e-01 +6.9861e-01 +1.6690e+00 +1.1751e+00 +5.2643e-02 +1.7064e+00 +6.8745e-01 +3.8023e-01
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.711420202e+06 +3.711420202e+06 +3.711332312e+06 +3.711332312e+06 +1.5310e-01 +4.4752e-01 +5.4558e-01 +2.7657e-01 +1.9092e+00 +1.7616e+00 +1.4809e-01 +6.4205e-01 +8.5155e-01 +1.0631e+00 +1.1968e+00 +8.7867e-01 +4.5355e-01 +1.9091e+00 +5.4244e-02 +9.6231e-01 +1.6571e+00 +1.5729e+00 +1.8008e-01 +1.9755e+00
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.170941501e+06 +4.170941501e+06 +4.171261691e+06 +4.171261691e+06 +1.3727e+00 +5.0645e-01 +1.1372e+00 +1.6092e+00 +5.1538e-01 +1.9406e+00 +3.1915e-01 +2.0689e-02 +5.4022e-01 +1.2150e-01 +1.1758e+00 +1.0516e-01 +1.0161e+00 +1.3041e+00 +5.0740e-01 +1.1772e+00 +7.6447e-01 +1.2298e+00 +8.6640e-02 +1.6486e+00
3 +1.258559283e+06 +1.258559283e+06 +1.258879473e+06 +1.258879473e+06 +9.6235e-02 +6.2437e-01 +1.9079e+00 +1.3621e+00 +1.4348e+00 +2.2955e-01 +8.1474e-01 +9.0338e-01 +1.6058e+00 +1.4034e+00 +8.9645e-01 +1.7584e+00 +1.7853e+00 +1.9062e+00 +9.7233e-01 +4.9356e-01 +1.9458e+00 +4.1405e-01 +1.7445e+00 +1.7473e+00
115 +8.235962663e+05 +8.235962663e+05 +8.239164563e+05 +8.239164563e+05 +2.1551e-02 +1.9271e+00 +1.3702e+00 +3.9053e-01 +1.8374e+00 +1.8345e+00 +1.2435e+00 +7.9233e-02 +4.5169e-01 +1.3571e+00 +1.3950e+00 +9.3397e-01 +8.6903e-01 +1.0670e+00 +6.6767e-02 +1.5296e+00 +1.9834e+00 +6.8856e-01 +1.8225e+00 +1.3927e+00
% function evaluation | noise-free fitness - Fopt (-1.042400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.505787452e+07 +2.505787452e+07 +2.505777028e+07 +2.505777028e+07 +8.0688e-01 +1.1260e+00 +2.6983e-02 +1.2056e+00 +1.7750e+00 +8.1235e-01 +9.7517e-01 +1.8698e+00 +1.9794e+00 +6.5659e-01 +1.0881e+00 +1.0097e+00 +1.3361e-01 +6.2209e-01 +1.7689e+00 +1.4449e+00 +1.0233e+00 +1.2535e+00 +1.8440e+00 +3.3341e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.390124987e+06 +5.390124987e+06 +5.389124987e+06 +5.389124987e+06 +6.4952e-02 +3.0962e-01 +1.6139e+00 +1.2322e+00 +1.8896e+00 +1.8199e+00 +9.6776e-01 +1.7364e+00 +1.1078e+00 +1.8692e+00 +1.3334e+00 +3.1295e-01 +1.8074e+00 +1.2976e+00 +5.3697e-01 +1.7448e+00 +3.9551e-01 +1.3192e+00 +5.8796e-01 +1.0979e+00
5 +3.918509063e+06 +3.918509063e+06 +3.917509063e+06 +3.917509063e+06 +1.8225e+00 +5.7262e-01 +1.7106e+00 +2.9726e-01 +4.2410e-01 +8.6466e-01 +1.2350e+00 +3.4166e-01 +4.3010e-01 +4.9963e-01 +3.1262e-01 +5.4560e-01 +5.2546e-01 +1.1000e+00 +1.0689e+00 +7.0121e-01 +1.4254e+00 +4.3081e-01 +5.9169e-01 +1.1449e+00
% function evaluation | noise-free fitness - Fopt (-3.629000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.024728574e+06 +7.024728574e+06 +7.024692284e+06 +7.024692284e+06 +1.9915e+00 +1.2332e+00 +3.7048e-01 +1.0622e+00 +3.1498e-01 +1.7911e+00 +2.7309e-01 +9.2691e-02 +1.9651e+00 +1.4054e-01 +1.3466e+00 +9.4408e-01 +5.0923e-01 +3.3368e-01 +1.2758e+00 +1.1169e+00 +6.1338e-01 +1.0165e+00 +1.7548e+00 +1.5151e+00
3 +3.332694650e+06 +3.332694650e+06 +3.332658360e+06 +3.332658360e+06 +5.9616e-01 +6.3610e-01 +9.6473e-01 +1.8369e+00 +1.3994e+00 +1.6424e+00 +1.4068e+00 +1.2107e+00 +8.1077e-01 +1.7057e+00 +1.4942e+00 +1.3709e+00 +1.6682e+00 +1.4591e+00 +6.1770e-01 +6.7769e-01 +1.5589e+00 +1.7782e+00 +5.4732e-01 +1.3405e+00
20 +2.174217401e+06 +2.174217401e+06 +2.174181111e+06 +2.174181111e+06 +1.3109e+00 +8.3954e-01 +1.1451e+00 +2.8209e-01 +1.2459e+00 +8.8811e-01 +4.6599e-01 +1.6158e+00 +1.6993e+00 +1.0964e-01 +9.2855e-01 +4.7059e-01 +7.7982e-01 +3.1397e-01 +1.4894e+00 +7.0484e-01 +1.1428e+00 +1.8012e+00 +3.7519e-02 +7.1539e-01
% function evaluation | noise-free fitness - Fopt (-4.840000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.462711031e+06 +8.462711031e+06 +8.462662631e+06 +8.462662631e+06 +4.0314e-01 +1.2976e+00 +1.8697e+00 +5.7875e-01 +1.9435e+00 +1.6316e+00 +4.6081e-01 +1.6630e+00 +4.8063e-02 +1.7157e+00 +1.1675e+00 +1.0142e+00 +1.2091e-01 +1.8815e+00 +1.9939e+00 +3.7607e-01 +1.6746e+00 +1.8125e-01 +5.8623e-01 +6.8426e-01
70 +6.285030234e+06 +6.285030234e+06 +6.284981834e+06 +6.284981834e+06 +6.1455e-01 +1.0110e+00 +9.8060e-01 +7.1371e-01 +1.8207e+00 +1.8886e+00 +1.7873e-01 +1.1465e-01 +1.5868e+00 +1.7696e+00 +1.4580e+00 +6.3553e-01 +3.0089e-01 +4.4460e-01 +8.2768e-01 +4.9846e-01 +1.8024e+00 +7.3062e-02 +3.5404e-02 +1.3154e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
