% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.088243933e+06 +1.088243933e+06 +1.088279833e+06 +1.088279833e+06 +6.8663e-01 +4.7768e-01 +5.1679e-01 +1.6916e+00 +1.2096e+00 +5.1976e-01 +1.2970e+00 +1.8418e+00 +1.7554e+00 +1.4571e+00 +1.9963e+00 +6.1970e-01 +1.7296e+00 +1.1143e+00 +1.5170e+00 +1.2249e+00 +1.4787e+00 +1.8172e+00 +1.2525e+00 +6.2595e-01
3 +8.787329957e+05 +8.787329957e+05 +8.787688957e+05 +8.787688957e+05 +9.3028e-01 +9.2667e-01 +9.0010e-01 +1.1389e+00 +8.9675e-01 +5.2892e-01 +9.2581e-01 +1.8680e+00 +4.4540e-01 +8.0761e-01 +1.4889e-01 +1.5627e+00 +9.3218e-01 +1.5780e+00 +3.1535e-01 +2.4109e-01 +7.6613e-01 +9.0161e-01 +4.6405e-01 +1.4079e-01
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.753870112e+05 +5.753870112e+05 +5.754183812e+05 +5.754183812e+05 +8.0825e-01 +2.7161e-01 +1.3990e+00 +1.5258e+00 +1.1543e+00 +1.4766e+00 +1.6990e+00 +1.5713e+00 +6.1196e-01 +2.0433e-01 +5.6010e-01 +6.7018e-01 +7.1275e-01 +7.1955e-01 +9.1851e-01 +3.8413e-01 +8.0933e-01 +1.3268e+00 +1.3104e+00 +1.9515e-02
99 +3.675340585e+05 +3.675340585e+05 +3.675654285e+05 +3.675654285e+05 +1.2291e+00 +1.2666e+00 +3.4909e-01 +8.6836e-01 +4.2740e-01 +5.9630e-02 +1.5743e-01 +1.6192e+00 +9.8738e-01 +8.9198e-02 +1.6864e-01 +4.7453e-01 +6.9047e-01 +8.7872e-01 +9.0363e-01 +5.3397e-03 +1.7104e+00 +3.8557e-01 +1.2829e+00 +8.8090e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.490166575e+05 +3.490166575e+05 +3.480166575e+05 +3.480166575e+05 +3.9271e-01 +3.7765e-01 +1.9926e+00 +9.4972e-01 +1.3261e+00 +1.3146e+00 +1.6998e-01 +2.9457e-01 +9.8287e-02 +7.0982e-01 +1.8241e+00 +1.2527e+00 +1.6989e+00 +1.0195e+00 +1.4433e-01 +4.3695e-01 +1.2603e+00 +2.0468e-02 +1.3960e+00 +1.7227e+00
14 +2.257489322e+05 +2.257489322e+05 +2.247489322e+05 +2.247489322e+05 +7.7611e-01 +1.6941e+00 +1.3820e+00 +1.2822e+00 +1.3744e-02 +1.6007e+00 +1.1220e+00 +8.7821e-01 +1.0622e+00 +1.2124e+00 +4.8841e-01 +1.0121e+00 +5.5450e-01 +1.7316e+00 +4.2254e-01 +6.4173e-01 +1.9317e+00 +1.4197e+00 +1.2667e+00 +1.1237e+00
93 +1.524190494e+05 +1.524190494e+05 +1.514190494e+05 +1.514190494e+05 +1.0456e+00 +5.1418e-01 +1.9656e-01 +4.3253e-01 +9.1350e-02 +3.9339e-01 +1.3090e+00 +9.6830e-01 +1.1960e+00 +7.3149e-01 +7.7322e-01 +9.4043e-01 +7.4304e-01 +1.7654e+00 +3.3140e-01 +4.0591e-01 +1.2579e-01 +1.8604e+00 +4.8134e-01 +1.4696e+00
% function evaluation | noise-free fitness - Fopt (1.319200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.070413041e+06 +1.070413041e+06 +1.070544961e+06 +1.070544961e+06 +1.3023e+00 +1.4249e+00 +1.4320e+00 +2.4558e-01 +1.3205e+00 +2.1350e-02 +6.1981e-01 +1.7138e+00 +5.5227e-01 +1.6815e+00 +9.8012e-01 +5.6621e-01 +1.5255e+00 +2.2623e-01 +1.5881e+00 +6.0085e-02 +8.5430e-01 +1.6125e-01 +1.6076e+00 +1.4879e+00
3 +9.411818017e+05 +9.411818017e+05 +9.413137217e+05 +9.413137217e+05 +4.0339e-02 +2.0224e-01 +9.0057e-01 +4.0820e-01 +1.4986e+00 +5.7154e-01 +2.6258e-01 +1.0936e+00 +7.7567e-01 +4.1901e-01 +3.9222e-01 +1.4340e+00 +6.4740e-01 +9.2823e-01 +3.2136e-01 +7.8021e-01 +1.7473e+00 +7.1704e-01 +1.7499e+00 +1.2828e+00
% function evaluation | noise-free fitness - Fopt (5.908400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.742325709e+05 +1.742325709e+05 +1.748234109e+05 +1.748234109e+05 +5.0014e-01 +9.8786e-01 +5.7305e-01 +5.2214e-01 +8.2883e-01 +1.6096e+00 +2.7768e-01 +2.4047e-01 +4.0483e-01 +1.4417e+00 +1.0463e+00 +1.9737e+00 +1.3191e+00 +1.0671e-01 +1.3706e+00 +1.0609e+00 +1.6321e+00 +1.0953e+00 +1.9328e+00 +1.1860e+00
