% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.047452324e+03 +2.047452324e+03 +2.077422324e+03 +2.077422324e+03 +6.6380e-01 +1.6328e+00 +5.6287e-01 +1.6398e-01 +9.4106e-01 +9.2493e-01 +6.4552e-01 +1.6200e+00 +5.4985e-01 +7.2699e-01 +5.0024e-01 +9.4139e-01 +1.3798e+00 +7.6518e-01 +1.1582e+00 +1.0390e+00 +8.9423e-01 +1.7613e+00 +3.8486e-01 +1.0336e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.370008752e+03 +2.370008752e+03 +2.318298752e+03 +2.318298752e+03 +1.5363e+00 +5.9371e-01 +7.7250e-02 +1.6039e+00 +8.2238e-01 +1.3508e+00 +5.3870e-01 +1.8299e+00 +1.0077e+00 +1.1858e+00 +1.5023e+00 +1.3648e+00 +7.7836e-01 +1.2181e+00 +6.8770e-01 +3.2779e-01 +8.4455e-03 +7.9002e-01 +9.3938e-01 +1.0633e+00
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.333204549e+03 +2.333204549e+03 +2.053254549e+03 +2.053254549e+03 +1.3821e+00 +2.6837e-01 +1.5986e+00 +8.8684e-02 +1.2037e+00 +1.4220e+00 +6.8843e-02 +1.4022e+00 +1.7332e+00 +4.7971e-01 +1.1550e+00 +5.4500e-01 +1.1900e+00 +1.4699e+00 +7.4461e-01 +4.1489e-01 +1.6409e+00 +1.1622e-01 +8.1045e-01 +1.0456e+00
% function evaluation | noise-free fitness - Fopt (9.319900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.999707765e+03 +1.999707765e+03 +2.931697765e+03 +2.931697765e+03 +1.3118e+00 +5.2485e-01 +1.0453e+00 +1.0767e+00 +1.9035e+00 +4.5978e-02 +1.1749e+00 +1.3154e+00 +1.5077e+00 +1.2295e+00 +1.4325e+00 +2.4336e-01 +6.9291e-01 +5.4891e-01 +4.5087e-01 +8.2634e-01 +1.1033e+00 +1.1547e+00 +1.2499e+00 +1.0240e+00
% function evaluation | noise-free fitness - Fopt (1.133100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.237749467e+03 +2.237749467e+03 +2.351059467e+03 +2.351059467e+03 +6.1764e-01 +6.1029e-01 +1.7820e+00 +8.6241e-01 +1.6389e+00 +1.3974e+00 +8.0979e-01 +1.7840e+00 +1.6874e+00 +7.7004e-01 +2.4888e-01 +1.2014e+00 +1.9379e+00 +3.8433e-01 +2.0615e-01 +1.8718e+00 +1.8755e-01 +8.5569e-01 +8.6904e-01 +1.8680e+00
% function evaluation | noise-free fitness - Fopt (-9.519000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.550052103e+03 +2.550052103e+03 +2.454862103e+03 +2.454862103e+03 +1.5779e+00 +1.6621e+00 +1.2012e+00 +4.7779e-01 +1.0982e+00 +5.2126e-01 +1.2603e+00 +8.2585e-01 +8.3647e-01 +1.8119e+00 +1.0207e+00 +8.1990e-01 +2.9941e-01 +1.6880e+00 +5.6397e-01 +1.1961e-01 +7.0047e-01 +6.5798e-01 +1.4193e+00 +1.0292e+00
21 +2.476610791e+03 +2.476610791e+03 +2.381420791e+03 +2.381420791e+03 +1.7708e+00 +4.7308e-01 +7.0250e-01 +6.5440e-01 +9.1676e-01 +5.3162e-01 +1.5946e+00 +2.2962e-02 +4.1428e-01 +1.0139e+00 +4.6182e-01 +1.4855e+00 +1.3429e+00 +2.0082e-01 +1.8598e+00 +5.2405e-01 +1.2488e+00 +1.6529e+00 +1.2858e+00 +3.6999e-02
% function evaluation | noise-free fitness - Fopt (-7.663000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.653530233e+03 +2.653530233e+03 +2.576900233e+03 +2.576900233e+03 +1.5149e+00 +8.6655e-01 +1.4357e+00 +1.1653e+00 +1.6337e+00 +1.3183e+00 +4.0737e-04 +1.4885e+00 +1.9404e+00 +6.9987e-02 +3.1857e-01 +1.6921e+00 +1.9806e-01 +1.8078e+00 +6.9691e-01 +1.5672e+00 +1.4162e+00 +4.1893e-01 +1.8502e+00 +1.3602e+00
18 +2.418473483e+03 +2.418473483e+03 +2.341843483e+03 +2.341843483e+03 +3.2316e-01 +5.3806e-01 +4.2954e-01 +4.5839e-01 +1.3927e+00 +1.9021e+00 +1.0363e+00 +4.6438e-01 +1.3747e+00 +1.2373e+00 +4.7250e-01 +1.3329e+00 +5.9880e-01 +5.6271e-01 +4.8877e-01 +7.9806e-01 +4.9945e-01 +1.0367e+00 +1.0648e-01 +6.3947e-01
% function evaluation | noise-free fitness - Fopt (1.152600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.347205311e+03 +2.347205311e+03 +2.462465311e+03 +2.462465311e+03 +7.0078e-01 +5.3584e-01 +9.9403e-01 +4.1385e-01 +9.3335e-01 +1.6963e+00 +3.6338e-01 +3.7640e-01 +1.2551e+00 +2.4871e-01 +5.0879e-01 +7.1762e-02 +1.1800e+00 +1.4801e+00 +8.7721e-01 +1.3975e+00 +6.9839e-02 +4.3993e-01 +6.4604e-03 +1.9571e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.077106121e+03 +2.077106121e+03 +2.077006121e+03 +2.077006121e+03 +7.1759e-01 +1.3498e+00 +1.2243e+00 +1.3795e+00 +1.6045e+00 +1.2653e+00 +1.1498e+00 +1.3462e+00 +1.4876e+00 +8.4408e-01 +1.2839e+00 +1.2342e+00 +1.3388e+00 +6.5101e-01 +1.6310e+00 +1.5067e+00 +1.2228e+00 +2.8174e-01 +1.9802e+00 +3.7100e-01
% function evaluation | noise-free fitness - Fopt (-1.502400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.476698289e+03 +2.476698289e+03 +2.326458289e+03 +2.326458289e+03 +1.8069e+00 +6.4271e-01 +3.7401e-01 +1.4400e+00 +1.5853e+00 +1.3501e+00 +9.4454e-01 +1.2556e+00 +2.0755e-01 +1.9203e+00 +1.8477e+00 +1.3623e-02 +1.8826e+00 +1.4641e+00 +1.9366e+00 +1.9603e+00 +2.8705e-01 +6.3948e-01 +2.6301e-01 +5.4341e-01
% function evaluation | noise-free fitness - Fopt (7.470000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.390780941e+03 +2.390780941e+03 +2.465480941e+03 +2.465480941e+03 +4.4734e-01 +1.0949e+00 +8.6469e-01 +1.3276e+00 +1.1021e+00 +1.2581e+00 +1.7944e+00 +3.2749e-02 +1.9542e+00 +1.6140e+00 +1.7976e+00 +4.7265e-01 +1.3826e+00 +1.3371e+00 +9.6667e-01 +1.7695e+00 +9.5895e-01 +1.1050e+00 +6.6174e-01 +8.8844e-01
% function evaluation | noise-free fitness - Fopt (-8.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.015410614e+03 +2.015410614e+03 +1.930630614e+03 +1.930630614e+03 +2.1059e-02 +1.6269e+00 +2.3688e-01 +2.5662e-01 +9.0870e-01 +2.8152e-01 +1.5377e+00 +1.5310e+00 +9.3526e-01 +1.5328e+00 +4.7782e-01 +1.0300e+00 +4.2865e-01 +3.1552e-01 +1.9380e+00 +2.8056e-01 +1.7486e+00 +4.4520e-01 +1.0914e+00 +1.7096e-01
% function evaluation | noise-free fitness - Fopt (1.620500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.755455153e+03 +1.755455153e+03 +1.917505153e+03 +1.917505153e+03 +1.5132e+00 +2.7443e-01 +1.8996e+00 +1.1414e+00 +1.7596e+00 +1.9574e+00 +8.5664e-01 +2.2899e-01 +9.6481e-01 +6.6129e-01 +1.7765e+00 +7.7086e-01 +1.8706e+00 +1.1298e+00 +1.8104e+00 +4.2706e-01 +1.9240e+00 +8.3317e-01 +4.6739e-01 +1.8518e+00
42 +1.478205739e+03 +1.478205739e+03 +1.640255739e+03 +1.640255739e+03 +7.7635e-01 +9.8994e-01 +1.3418e+00 +4.2802e-01 +1.8214e+00 +5.7614e-02 +6.1398e-01 +1.4863e+00 +6.2449e-01 +1.7083e+00 +3.6895e-01 +2.8831e-01 +1.6164e+00 +5.9117e-01 +1.6243e+00 +6.6767e-01 +2.7707e-01 +9.6030e-01 +1.9121e+00 +1.4163e-01
% function evaluation | noise-free fitness - Fopt (-3.549000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.419116558e+03 +2.419116558e+03 +2.383626558e+03 +2.383626558e+03 +1.5589e+00 +3.5403e-01 +2.6909e-01 +2.7403e-01 +1.2644e-02 +9.5712e-01 +1.4375e+00 +1.7725e+00 +1.8271e+00 +1.3431e+00 +1.7361e+00 +1.7951e-02 +1.7623e+00 +9.5278e-01 +1.1359e+00 +6.3902e-01 +1.5457e-01 +7.4601e-01 +5.5406e-01 +7.5692e-01
% function evaluation | noise-free fitness - Fopt (1.762000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.644897483e+03 +2.644897483e+03 +2.821097483e+03 +2.821097483e+03 +1.4455e+00 +1.5575e+00 +1.3189e+00 +9.3373e-01 +8.8188e-01 +1.9559e+00 +2.0271e-01 +4.9758e-01 +1.1481e+00 +1.2917e+00 +1.0661e+00 +1.7178e+00 +1.6776e+00 +3.8280e-01 +5.0640e-01 +2.5455e-01 +4.5470e-01 +1.6016e+00 +1.4417e+00 +1.5893e+00
2 +2.468716842e+03 +2.468716842e+03 +2.644916842e+03 +2.644916842e+03 +2.2377e-01 +1.7390e+00 +1.8619e+00 +3.6800e-01 +5.6581e-01 +2.3291e-01 +1.4238e+00 +5.6698e-01 +1.9334e+00 +2.7485e-01 +1.3287e+00 +5.0654e-01 +1.5095e+00 +5.6722e-01 +3.7209e-02 +1.3789e+00 +1.7554e-02 +1.6990e+00 +4.6882e-01 +4.4522e-01
