% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.018881227e+03 +2.018881227e+03 +1.556791227e+03 +1.556791227e+03 +1.8937e+00 +1.8824e+00 +1.6281e+00 +1.6600e+00 +8.0633e-01 +3.6765e-01 +1.0674e+00 +5.4565e-01 +6.9896e-01 +1.3953e+00 +7.2767e-01 +1.6443e+00 +2.9532e-01 +1.1376e+00 +1.0535e+00 +6.7964e-02 +1.7079e+00 +1.2160e+00 +3.2251e-01 +3.6521e-01
2 +6.165100634e+02 +6.165100634e+02 +1.544200634e+02 +1.544200634e+02 +8.2243e-01 +1.0958e+00 +6.2704e-01 +1.4554e+00 +5.4414e-03 +6.6120e-01 +1.1179e-01 +4.6247e-01 +1.9224e+00 +1.9301e+00 +1.4763e+00 +1.6767e+00 +2.8987e-01 +1.9278e-01 +7.7268e-01 +8.1969e-02 +4.8270e-01 +1.1161e+00 +1.0482e+00 +1.9478e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.400395254e+03 +1.400395254e+03 +1.478055254e+03 +1.478055254e+03 +7.2914e-02 +3.6862e-02 +1.6859e+00 +1.4521e+00 +8.9813e-02 +4.3305e-01 +1.6316e+00 +7.8517e-01 +1.0912e+00 +1.3469e+00 +1.2856e+00 +2.6593e-01 +7.6439e-01 +1.7652e+00 +3.2113e-02 +1.1088e+00 +5.9945e-01 +9.8621e-01 +1.9251e+00 +1.7532e+00
16 +9.825338419e+02 +9.825338419e+02 +1.060193842e+03 +1.060193842e+03 +1.9347e+00 +1.6074e+00 +1.5650e+00 +1.9756e+00 +1.3541e+00 +2.0556e-01 +9.3322e-02 +1.8788e-01 +7.6749e-02 +4.4782e-01 +1.8169e+00 +1.3862e+00 +8.1738e-01 +1.3049e-01 +1.6602e+00 +1.0951e-01 +7.9881e-01 +3.9702e-01 +8.3467e-01 +1.2228e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.539847350e+03 +1.539847350e+03 +1.655527350e+03 +1.655527350e+03 +9.6941e-01 +1.8830e+00 +1.1892e-01 +3.5602e-01 +1.1098e+00 +1.2415e+00 +1.4637e+00 +1.3193e+00 +1.6028e+00 +1.4373e+00 +1.2975e+00 +1.4553e+00 +1.2470e+00 +7.4859e-01 +3.7830e-03 +1.0350e+00 +1.5386e+00 +3.6802e-01 +1.1921e+00 +7.5818e-01
2 +7.504908984e+02 +7.504908984e+02 +8.661708984e+02 +8.661708984e+02 +7.1664e-01 +1.5971e+00 +9.3567e-01 +6.7972e-01 +1.7335e+00 +1.3792e+00 +1.1557e-01 +3.4834e-02 +1.5890e+00 +1.5772e+00 +1.7097e+00 +1.9734e+00 +7.5425e-01 +1.6463e+00 +1.8679e+00 +7.1332e-01 +5.5971e-01 +7.1242e-01 +5.0137e-01 +1.3284e+00
31 +5.876760992e+02 +5.876760992e+02 +7.033560992e+02 +7.033560992e+02 +4.1607e-01 +1.8453e+00 +4.1097e-01 +5.9296e-01 +1.0017e+00 +4.5876e-01 +1.6617e+00 +1.6744e+00 +1.8294e+00 +1.4129e+00 +7.7383e-01 +1.1741e+00 +1.6794e+00 +1.8334e+00 +1.3565e+00 +3.8470e-01 +7.3169e-01 +5.5665e-01 +1.3583e+00 +5.3620e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
