% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.857344124e+01 +4.857344124e+01 -3.776558758e+00 -3.776558758e+00 +1.0445e-01 +1.9931e+00 +1.2135e+00 +1.1009e+00 +7.8084e-02 +1.5427e+00 +1.6452e+00 +1.5541e+00 +1.1878e+00 +7.4154e-01 +1.9119e+00 +8.8695e-01 +7.9258e-01 +8.1264e-01 +7.8214e-01 +8.7794e-01 +1.5830e+00 +1.0131e+00 +3.7883e-03 +3.9209e-01
8 +3.960192728e+01 +3.960192728e+01 -1.274807272e+01 -1.274807272e+01 +1.6590e+00 +5.3626e-01 +1.2740e+00 +4.2203e-01 +3.2362e-02 +8.6082e-01 +1.7951e+00 +1.6641e-01 +1.6835e+00 +3.2786e-01 +3.5974e-01 +1.9593e+00 +4.8236e-02 +1.2763e+00 +1.0710e+00 +3.4723e-01 +1.6863e-01 +6.3499e-01 +1.9648e+00 +7.6456e-01
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.860447077e+01 +3.860447077e+01 -1.409355292e+02 -1.409355292e+02 +1.2348e+00 +1.3144e+00 +1.9737e+00 +1.2378e+00 +2.2047e-01 +9.6149e-01 +3.4565e-01 +1.5271e-01 +3.6335e-01 +1.0101e+00 +1.1148e+00 +1.2685e+00 +1.2902e+00 +5.5521e-02 +1.6488e+00 +6.9402e-02 +5.7948e-01 +1.8478e+00 +5.9547e-02 +1.8490e+00
98 +2.229870667e+01 +2.229870667e+01 -1.572412933e+02 -1.572412933e+02 +1.2124e+00 +1.7379e+00 +6.5333e-02 +1.3178e+00 +1.2353e+00 +4.3806e-01 +1.3873e+00 +1.8405e+00 +5.1283e-01 +9.5647e-01 +8.4752e-02 +6.1028e-01 +1.1459e+00 +1.9320e-01 +7.8930e-01 +1.5012e+00 +1.3771e+00 +1.8306e+00 +3.4297e-01 +1.0307e+00
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.205394687e+01 +3.205394687e+01 +1.093639469e+02 +1.093639469e+02 +2.3548e-01 +1.8715e+00 +1.5624e+00 +1.3743e+00 +1.5200e+00 +1.8616e+00 +5.5678e-01 +6.7176e-01 +1.7754e+00 +3.7486e-01 +1.0058e+00 +1.3985e+00 +1.8360e+00 +1.6615e+00 +1.7583e+00 +4.7904e-01 +1.9772e+00 +1.6700e+00 +4.4890e-01 +1.4339e+00
3 +1.972742764e+01 +1.972742764e+01 +9.703742764e+01 +9.703742764e+01 +1.0811e+00 +1.2437e+00 +1.6008e+00 +5.8145e-01 +1.9542e+00 +2.1539e-01 +7.0806e-01 +4.0363e-01 +1.5831e+00 +1.5484e+00 +1.9474e+00 +4.7536e-01 +1.9609e+00 +1.1933e+00 +6.3136e-01 +7.5723e-01 +3.1625e-01 +1.0649e+00 +7.1526e-02 +6.2389e-01
4 +1.552548231e+01 +1.552548231e+01 +9.283548231e+01 +9.283548231e+01 +9.2022e-01 +1.1671e+00 +1.6365e+00 +3.7937e-01 +1.0175e+00 +3.7321e-01 +1.8855e+00 +8.8667e-01 +1.1751e+00 +1.2757e+00 +2.6597e-01 +9.6051e-01 +7.9570e-01 +9.5356e-01 +3.2488e-01 +1.6464e+00 +4.0681e-01 +1.1868e+00 +9.3509e-01 +5.4187e-01
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
