% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.459910109e+04 +9.459910109e+04 +9.467537109e+04 +9.467537109e+04 +1.0777e-01 +1.2951e+00 +9.7617e-01 +1.7534e+00 +1.8916e+00 +1.7109e+00 +9.9132e-01 +7.8615e-01 +3.5933e-01 +5.9643e-01 +4.8053e-01 +8.1094e-01 +1.6912e+00 +1.3325e+00 +1.6557e+00 +1.5339e+00 +1.7519e-01 +1.3379e+00 +1.2267e+00 +1.3204e+00
3 +1.500517869e+04 +1.500517869e+04 +1.508144869e+04 +1.508144869e+04 +1.0582e+00 +1.5610e+00 +1.0488e-01 +1.5212e-01 +1.0267e-01 +1.3778e+00 +6.2819e-01 +1.0955e+00 +7.5492e-01 +1.3170e+00 +1.9738e+00 +1.1708e+00 +6.0103e-01 +1.2375e-01 +1.5370e+00 +7.1555e-01 +1.7037e+00 +1.7318e+00 +9.2785e-01 +3.3053e-01
9 +2.934895538e+02 +2.934895538e+02 +3.697595538e+02 +3.697595538e+02 +1.0491e+00 +1.6871e+00 +1.3713e+00 +1.0060e+00 +1.8771e+00 +1.6612e+00 +1.9755e+00 +1.0643e+00 +1.8548e+00 +1.1978e+00 +8.9116e-02 +1.8815e+00 +2.7604e-01 +1.7481e+00 +1.1072e+00 +1.0371e+00 +1.4701e-01 +1.3080e+00 +9.5831e-01 +9.8467e-01
69 +1.523900883e+02 +1.523900883e+02 +2.286600883e+02 +2.286600883e+02 +1.0405e+00 +1.9867e+00 +1.0492e+00 +2.6720e-01 +1.5024e+00 +1.4139e+00 +1.3152e+00 +2.1917e-01 +1.6691e+00 +1.3012e+00 +1.6576e+00 +1.2082e+00 +4.2073e-01 +6.6552e-01 +5.5763e-01 +1.2532e+00 +1.4427e+00 +1.9150e+00 +1.9604e+00 +4.6251e-01
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.005622506e+06 +2.005622506e+06 +2.005599956e+06 +2.005599956e+06 +1.1277e+00 +1.8327e+00 +1.5928e+00 +1.5045e+00 +5.8492e-01 +1.8747e+00 +1.4743e+00 +9.6002e-01 +5.1351e-01 +9.9513e-01 +5.2386e-01 +1.7390e+00 +1.8244e+00 +1.8707e+00 +1.1233e+00 +3.4202e-01 +1.4765e+00 +1.0759e+00 +1.6423e+00 +1.1153e+00
3 +5.792599521e+05 +5.792599521e+05 +5.792374021e+05 +5.792374021e+05 +1.3692e-03 +1.7511e+00 +1.1211e+00 +1.4934e+00 +1.0016e+00 +2.1869e-01 +1.4869e+00 +8.2414e-01 +7.5501e-01 +1.2994e+00 +1.9759e+00 +1.3776e+00 +3.1372e-01 +1.3785e+00 +1.3621e+00 +5.9376e-01 +4.0245e-01 +1.1291e-01 +4.5165e-01 +9.0739e-01
6 +1.349891251e+05 +1.349891251e+05 +1.349665751e+05 +1.349665751e+05 +8.0173e-03 +1.8520e-01 +1.8778e+00 +6.3691e-01 +1.2698e+00 +1.2767e+00 +2.1628e-02 +1.1481e+00 +2.6646e-01 +3.4475e-01 +5.5525e-01 +1.4156e+00 +1.0735e+00 +1.6257e+00 +7.8747e-01 +1.5086e+00 +1.0251e+00 +1.0979e+00 +5.4764e-02 +2.2594e-02
16 +1.555423092e+04 +1.555423092e+04 +1.553168092e+04 +1.553168092e+04 +1.1158e+00 +7.4570e-01 +1.1888e+00 +1.2653e+00 +4.1415e-02 +1.2996e+00 +2.8047e-01 +1.9881e+00 +1.8493e+00 +5.0907e-01 +4.0457e-01 +1.8288e+00 +5.3556e-01 +7.7200e-02 +1.4378e-01 +8.6677e-01 +1.3508e+00 +1.6177e+00 +1.5867e+00 +1.8453e+00
45 +4.148359042e+03 +4.148359042e+03 +4.125809042e+03 +4.125809042e+03 +1.1924e+00 +8.1729e-01 +1.0442e+00 +9.1804e-01 +1.1839e+00 +2.1073e-01 +1.0352e+00 +1.7850e+00 +1.2086e+00 +1.0777e+00 +6.6766e-01 +1.1369e+00 +1.4223e+00 +7.7347e-01 +5.7862e-01 +1.1206e+00 +1.6994e+00 +1.0087e-01 +1.4272e-01 +7.1264e-01
191 +2.602419043e+03 +2.602419043e+03 +2.579869043e+03 +2.579869043e+03 +1.9927e+00 +1.3296e+00 +1.5921e+00 +1.1158e+00 +1.3868e-01 +8.5423e-03 +5.0752e-01 +1.8092e+00 +8.2983e-01 +1.6163e+00 +1.4567e+00 +1.7253e+00 +1.3986e+00 +9.9384e-01 +1.4390e+00 +1.6692e+00 +1.6017e+00 +1.5407e+00 +3.9279e-01 +3.5001e-01
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.254616958e+06 +2.254616958e+06 +2.254630618e+06 +2.254630618e+06 +4.8955e-01 +7.7971e-01 +1.9299e+00 +2.2438e-01 +1.1489e+00 +4.0475e-01 +9.6780e-01 +1.1999e+00 +6.0239e-01 +1.5023e+00 +2.0210e-01 +1.8620e-01 +7.4031e-02 +1.6755e+00 +2.2184e-01 +1.9156e+00 +1.4056e+00 +1.4939e+00 +8.9703e-01 +1.8288e+00
2 +3.252237316e+04 +3.252237316e+04 +3.253603316e+04 +3.253603316e+04 +4.1439e-01 +1.4016e+00 +1.1276e-01 +1.0184e+00 +8.3964e-01 +6.7362e-01 +1.0882e+00 +4.4783e-02 +1.0564e+00 +1.7214e+00 +5.3079e-01 +1.9529e+00 +4.4636e-01 +1.1527e+00 +1.6796e+00 +7.9632e-01 +1.0917e+00 +1.9499e+00 +9.9363e-01 +1.5937e+00
18 +5.742233734e+03 +5.742233734e+03 +5.755893734e+03 +5.755893734e+03 +1.0614e+00 +1.8648e+00 +2.8225e-01 +1.9526e-01 +9.1480e-01 +5.1712e-01 +1.1626e+00 +4.6430e-01 +1.5963e+00 +2.9395e-01 +1.4213e+00 +2.6677e-01 +1.1029e+00 +1.5818e-01 +4.8321e-01 +4.0191e-01 +7.7206e-01 +4.3100e-01 +2.6294e-01 +3.4299e-02
43 +3.255612842e+03 +3.255612842e+03 +3.269272842e+03 +3.269272842e+03 +1.2853e+00 +1.9335e+00 +2.6421e-01 +6.6715e-01 +1.2122e+00 +1.1561e+00 +7.2058e-02 +2.7423e-01 +6.9994e-01 +1.4554e+00 +1.3421e+00 +5.9583e-01 +9.5443e-02 +1.0969e+00 +1.5524e+00 +6.6938e-01 +9.1535e-01 +1.6606e+00 +1.8505e+00 +1.5406e+00
