% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.327382649e+04 +1.327382649e+04 +1.339765649e+04 +1.339765649e+04 +4.8623e-01 +1.2263e+00 +1.9990e+00 +1.0138e-02 +1.5220e+00 +9.1326e-01 +4.0927e-01 +1.0448e+00 +1.1073e+00 +1.5276e+00 +9.7404e-01 +7.9898e-01 +1.3763e+00 +1.2610e-01 +1.0535e-01 +1.4766e+00 +1.2323e+00 +1.3221e+00 +5.6966e-01 +1.6950e+00
2 +9.417680304e+03 +9.417680304e+03 +9.541510304e+03 +9.541510304e+03 +2.8396e-01 +1.1375e+00 +2.2565e-01 +9.0388e-01 +4.4079e-01 +1.6064e+00 +7.2244e-01 +1.5125e+00 +8.2375e-02 +3.6468e-02 +1.0598e+00 +1.1451e+00 +2.1027e-01 +9.4115e-01 +1.6825e+00 +1.2787e+00 +1.5314e+00 +7.6365e-01 +1.0383e+00 +1.5578e+00
36 +6.005728464e+03 +6.005728464e+03 +6.129558464e+03 +6.129558464e+03 +6.3151e-01 +7.3879e-01 +6.3966e-01 +8.3421e-01 +4.9465e-01 +1.6423e+00 +3.2950e-02 +7.4055e-01 +2.9125e-01 +1.5784e-01 +3.6333e-01 +7.3921e-01 +1.0007e+00 +3.1534e-01 +8.7112e-01 +1.4377e+00 +2.5212e-01 +1.9944e+00 +1.3780e+00 +9.2873e-01
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.367110417e+03 +7.367110417e+03 +7.414620417e+03 +7.414620417e+03 +9.6700e-01 +1.2487e+00 +2.5617e-01 +2.2051e-01 +3.4053e-02 +1.9332e+00 +1.5063e+00 +6.4546e-01 +1.1055e+00 +8.0180e-01 +8.3626e-01 +1.5928e+00 +1.9293e+00 +1.2727e+00 +6.8608e-01 +1.8839e+00 +1.2990e+00 +5.1606e-01 +5.3836e-01 +6.0082e-02
46 +3.640587509e+03 +3.640587509e+03 +3.688097509e+03 +3.688097509e+03 +2.6463e-01 +1.2229e+00 +6.5337e-02 +1.9948e-01 +1.3211e+00 +4.2681e-01 +2.0678e-01 +1.6569e+00 +1.3583e+00 +3.0120e-01 +5.8538e-01 +1.2723e+00 +1.2600e+00 +1.1235e+00 +1.2903e+00 +7.4034e-01 +1.3213e-01 +9.0737e-01 +2.7240e-01 +7.4403e-02
199 +1.812083805e+03 +1.812083805e+03 +1.859593805e+03 +1.859593805e+03 +4.5979e-02 +9.6649e-01 +9.7772e-01 +2.0787e-01 +1.9261e-01 +7.0930e-01 +7.2960e-01 +7.2014e-01 +1.2900e+00 +1.8019e-01 +6.2174e-01 +6.5805e-01 +1.5727e+00 +9.1666e-02 +1.3796e-02 +5.5895e-01 +8.4936e-01 +3.1931e-01 +4.3310e-01 +4.8709e-01
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.229907647e+03 +9.229907647e+03 +9.285247647e+03 +9.285247647e+03 +7.4008e-01 +1.8596e-01 +1.9245e+00 +1.4319e-01 +4.1448e-01 +1.0649e+00 +7.9455e-01 +4.2462e-01 +2.7795e-01 +7.4342e-01 +3.3961e-01 +1.6274e+00 +1.2899e+00 +1.1116e+00 +3.8007e-01 +1.7716e+00 +3.7374e-01 +1.5176e+00 +3.7758e-01 +1.1609e+00
19 +4.182804305e+03 +4.182804305e+03 +4.238144305e+03 +4.238144305e+03 +2.5383e-01 +5.4423e-01 +1.4782e+00 +1.4660e+00 +1.8693e-01 +1.3714e-01 +7.5515e-01 +4.8115e-01 +5.0149e-01 +7.3225e-02 +1.6267e+00 +1.4129e+00 +1.3069e+00 +5.6870e-01 +1.4797e-01 +3.1954e-01 +1.3219e-01 +1.6641e+00 +4.5969e-01 +1.3287e+00
